Study_Location,Site / Sampling_Area,Species_Name,Habitat_Type,MP_Presence,MP_Count (items/individual),MP_Type,MP_Structure,MP_Color,Polymer_Type,Source_Suspected,Dominant_Risk_Type,Author
"Laguna de Bay, Philippines",Laguna de Bay (Overall average),,Freshwater / Lake Surface,Yes,Mean: 8.3 ± 3.4 MPs / 1000 L,"Fragment (45%), Fiber (50%), Foam (5%)",Mixed (0.46–0.62),White–Yellow (photodegraded),"PE (dominant), PP, PET, PS, PVC","Urban discharge, photodegradation, mechanical weathering","Ecological, Human health",Deocaris et al. (2023)
"Puerto Princesa, Palawan, Philippines",BM Beach,,Coastal / Beach Sand,Yes,6.2 ± 2.1 items/100 g sediment,"Fiber (54%), Fragment (35%), Film (11%)","Irregular, Elongated","Blue, Transparent, White","PE (56%), PP (22%), PS (11%), PET (7%), PVC (4%)","Tourism, domestic waste, fishing activities","Ecological, Food safety",Tayo et al. (2021)
"Puerto Princesa, Palawan, Philippines",Honda Bay,,Coastal / Beach Sand,Yes,4.9 ± 1.8 items/100 g sediment,"Fiber (50%), Fragment (37%), Film (13%)","Irregular, Angular","Blue, Transparent, White","PE, PP, PS, PET","Boating, aquaculture, domestic runoff","Ecological, Human health",Tayo et al. (2021)
"Puerto Princesa, Palawan, Philippines",Pristine Beach,,Coastal / Beach Sand,Yes,3.1 ± 1.2 items/100 g sediment,"Fiber (57%), Fragment (30%), Film (13%)","Irregular, Filamentous","Blue, Transparent","PE, PP, PET","Tourism, littering",Ecological,Tayo et al. (2021)
"Puerto Princesa, Palawan, Philippines",Nagtabon Beach,,Coastal / Beach Sand,Yes,2.6 ± 1.0 items/100 g sediment,"Fiber (52%), Fragment (33%), Film (15%)",Irregular,"Blue, Transparent, White","PE, PP, PET, PS","Tourism, beachgoer litter, runoff","Ecological, Food safety",Tayo et al. (2021)
"Puerto Princesa, Palawan, Philippines",Overall (4 beaches combined),,Coastal / Beach Sand,Yes,Mean: 4.2 ± 1.5 items/100 g sediment,"Fiber (53%), Fragment (34%), Film (13%)","Irregular, Filamentous","Blue (47%), Transparent (31%), White (22%)","PE (56%), PP (22%), PS (11%), PET (7%), PVC (4%)","Tourism, domestic runoff, aquaculture","Ecological, Food safety, Human health",Tayo et al. (2021)
"Manila Bay, Philippines",PHEMRP (boating area),Perna viridis,Marine / Coastal,Yes,EBT: 787 ng/g,"TBT (70%), DBT, MBT",,,Organotin compounds (TBT dominant),"Antifouling paints from boats, shipping","Ecological, Human health",Prudente et al. (1999)
"Manila Bay, Philippines",PHMLCC (coastal),Perna viridis,Marine / Coastal,Yes,EBT: 294 ng/g,"TBT (70%), DBT, MBT",,,Organotin compounds (TBT dominant),"Antifouling paints, marine traffic",Ecological,Prudente et al. (1999)
"Manila Bay, Philippines",PHFIPQ (coastal area),Perna viridis,Marine / Coastal,Yes,EBT: 104 ng/g,"TBT (70%), DBT, MBT",,,Organotin compounds,Harbor and port activity,"Ecological, Food safety",Prudente et al. (1999)
"Manila Bay, Philippines",PHMMMB (Manila Bay marine site),Perna viridis,Marine / Coastal,Yes,EBT: 62 ng/g; PCBs: 31 ng/g,"TBT, DBT, MBT",,,Organotin + PCBs,"Urban effluents, shipping",Ecological,Prudente et al. (1999)
"Cavite, Philippines",PHCVBC (Bacoor Bay),Perna viridis,Marine / Coastal,Yes,CHL: 2.4–3.6 ng/g; Pb: 0.280 µg/g,"CHL, DDT, PCBs",,,"Organochlorine compounds, heavy metals",Industrial and domestic runoff,"Ecological, Human health",Prudente et al. (1999)
"Samar, Philippines","PHSMJB (Jiabong, Samar)",Perna viridis,Marine / Coastal,Yes,EBT: 4 ng/g; Cd: 0.96 µg/g; Mn: 112 µg/g,"TBT, CHL, DDT",,,Organotin + Organochlorines + Metals,"Agricultural runoff, aquaculture","Food safety, Human health",Prudente et al. (1999)
"Samar, Philippines","PHSMVR (Villareal, Samar)",Perna viridis,Marine / Coastal,Yes,Cd: 0.76 µg/g,"CHL, DDT",,,Organochlorine + Metals,"Agriculture, domestic runoff",Food safety,Prudente et al. (1999)
"Capiz, Philippines","PHCZSP (Sapian Bay, Capiz)",Perna viridis,Marine / Coastal,Yes,EBT: 1 ng/g; Hg: 0.68 µg/g; Sr: 77 µg/g,"TBT, CHL",,,Organotin + Heavy metals,"Aquaculture, marine inputs","Ecological, Food safety",Prudente et al. (1999)
"Leyte, Philippines","PHLTDT (San Pedro Bay, Diit, Leyte)",Perna viridis,Marine / Coastal,Yes,EBT: <1 ng/g; Zn: 57.2 µg/g; Sr: 74 µg/g,"CHL, HCH, DDT",,,Organochlorine + Heavy metals,"Aquaculture, domestic discharge",Food safety,Prudente et al. (1999)
"Bataan, Philippines","PHBTSL (Samal, Bataan)",Perna viridis,Marine / Coastal,Yes,EBT: <1 ng/g; Pb: 0.28 µg/g,"TBT, CHL, DDT",,,Organotin + Organochlorine + Metal,"Shipping, runoff","Ecological, Human health",Prudente et al. (1999)
"Luzon, Philippines",PHBLBA (Bacoor Bay upstream),Perna viridis,Estuarine / Coastal,Yes,EBT: 22 ng/g,"TBT, DBT, MBT",,,Organotin compounds,Urban runoff,Ecological,Prudente et al. (1999)
Philippines (coastal average),Combined 13 sites,Perna viridis,Marine / Coastal,Yes,TBT: <1–640 ng/g; DBT: <1–100 ng/g; MBT: <3–51 ng/g; PCBs: 0.7–36 ng/g,"TBT, DBT, MBT, CHL, DDT, HCH, HCB",,,Organotin + Organochlorine + Metals,"Antifouling paints, agriculture, industrial waste","Ecological, Human health",Prudente et al. (1999)
"Metro Manila, Philippines",Mandaluyong City,,Atmospheric / Urban,Yes,19 SAMPs (0.023 SAMP/NCM),"Fiber, Fragment, Film",Irregular,"Black, Blue, Brown","Polyester (74%), PET, Polyamide","Textile fibers, road dust, urban air pollution","Human health (inhalation), Ecological",Romarate et al. (2022)
"Metro Manila, Philippines",Muntinlupa City,,Atmospheric / Urban,Yes,19 SAMPs (0.023 SAMP/NCM),"Fiber, Fragment",Irregular,"Black, Blue","Polyester, PET","Synthetic textiles, vehicular emissions",Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Caloocan City,,Atmospheric / Urban,Yes,15 SAMPs (0.018 SAMP/NCM),"Fiber, Film",Irregular,"Black, Blue, Brown","Polyester, PET","Industrial, traffic, textile emissions","Human health, Ecological",Romarate et al. (2022)
"Metro Manila, Philippines",San Juan City,,Atmospheric / Urban,Yes,14 SAMPs (0.017 SAMP/NCM),"Fiber, Fragment",Irregular,"Black, Blue","Polyester, PET","Textile wear, road abrasion",Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Pasay City,,Atmospheric / Urban,Yes,5 SAMPs,"Fiber, Film",Irregular,"Black, Blue",Polyester,"Traffic, construction, waste burning",Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Parañaque City,,Atmospheric / Urban,Yes,5 SAMPs,"Fiber, Film",Irregular,"Black, Blue",Polyester,"Urban dust, synthetic textiles",Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Las Piñas City,,Atmospheric / Urban,Yes,5 SAMPs,"Fiber, Film, Fragment",Irregular,"Black, Blue","Polyester, PET",Residential and road sources,Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Valenzuela City,,Atmospheric / Urban,Yes,,"Fiber, Fragment, Film",Irregular,"Black, Blue, Brown","Polyester, PET, Polyamide",Industrial area emissions,"Human health, Ecological",Romarate et al. (2022)
"Metro Manila, Philippines",Pasig City,,Atmospheric / Urban,Yes,3 SAMPs,"Fiber, Film",Irregular,Blue,Polyester,"Domestic dust, traffic",Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Quezon City,,Atmospheric / Urban,Yes,2 SAMPs (0.002 SAMP/NCM),Fiber,Irregular,Blue,Polyester,"Domestic emission, textiles",Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Malabon City,,Atmospheric / Urban,Yes,1 SAMP (0.001 SAMP/NCM),Fiber,Irregular,Blue,Polyester,"Urban dust, air transport",Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Manila City,,Atmospheric / Urban,Yes,,"Fiber, Fragment, Film",Irregular,"Black, Brown, Blue","Polyester, PET",Traffic and textile emissions,"Human health, Ecological",Romarate et al. (2022)
"Metro Manila, Philippines",Makati City,,Atmospheric / Urban,Yes,,"Fiber, Film",Irregular,"Black, Blue",Polyester,"Traffic, clothing fibers",Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Taguig City,,Atmospheric / Urban,Yes,,Fiber,Irregular,"Black, Brown",Polyester,"Road dust, industrial",Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Marikina City,,Atmospheric / Urban,Yes,,"Fiber, Fragment, Film",Irregular,"Black, Blue","Polyester, PET","Urban dust, textiles",Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Navotas City,,Atmospheric / Urban,Yes,,"Fiber, Film, Fragment",Irregular,"Black, Blue",Polyester,Urban-industrial air emissions,Human health,Romarate et al. (2022)
"Metro Manila, Philippines",Pateros Municipality,,Atmospheric / Urban,Yes,,Fiber,Irregular,"Black, Brown",Polyester,"Road dust, textile emissions",Human health,Romarate et al. (2022)
Philippines (General marine environment),Philippine coastal waters,,Marine / Coastal,Yes,,"Fiber, Fragment",Irregular,"Blue, Transparent","PE, PP, PET","Urban runoff, fishing debris","Ecological, Human health",Santos et al. (2021)
"Manila Bay, Philippines",Coastal water and sediment,,Marine / Coastal,Yes,0.2–0.9 items/L (water); 100–400 items/kg (sediment),"Fiber, Fragment, Film",Irregular,"Blue, Transparent, White","PE, PP, PS","Domestic sewage, industrial discharge","Ecological, Food safety",Santos et al. (2021)
"Batangas Bay, Philippines",Coastal sediment,,Marine / Coastal,Yes,17–410 items/kg,"Fiber, Fragment","Filamentous, Irregular","Blue, Transparent","PE, PP","Fishing activities, industrial effluents","Ecological, Human health",Santos et al. (2021)
"Cebu Island, Philippines",Fish market species,"Chanos chanos, Rastrelliger kanagurta",Marine (pelagic/benthopelagic),Yes,5–12 MPs/fish,"Fiber, Fragment, Film",Irregular,"Blue, White, Red","PE, PET, PP","Fishing gear, domestic waste","Food safety, Bioaccumulation",Santos et al. (2021)
"Mindanao Coast, Philippines",Marine sediment and fish samples,,Marine / Offshore,Yes,40–310 items/kg (sediment),"Fiber, Fragment",Irregular,"Blue, Transparent","PE, PET","Fishing debris, river runoff","Ecological, Food safety",Santos et al. (2021)
"Visayas Region, Philippines",Beach sediment,,Coastal,Yes,92–450 items/kg,"Fiber, Fragment",Irregular,"Blue, Transparent","PE, PP","Tourism litter, runoff",Ecological,Santos et al. (2021)
"Palawan, Philippines",Coastal beaches,,Coastal,Yes,110–250 items/kg,"Fragment, Film",Angular,"Transparent, Blue","PP, PE","Tourism waste, plastic packaging",Ecological,Santos et al. (2021)
"Pasig River, Metro Manila",River water,,Riverine / Estuarine,Yes,0.15–0.63 items/L,"Fiber, Film",Filamentous,"Blue, Transparent","PE, PET","Domestic wastewater, urban runoff","Ecological, Human health",Santos et al. (2021)
"Manila Bay Mangrove Area, Philippines",Sediment,,Coastal / Mangrove,Yes,210–520 items/kg,"Fiber, Fragment",Irregular,"Blue, Transparent","PE, PP","Mangrove litter trap, sewage","Ecological, Habitat degradation",Santos et al. (2021)
Philippine marine environment (toxicological context),General marine biota,"Fish, bivalves, plankton",Marine / Pelagic,Yes,,"Fiber, Fragment",Irregular,"Blue, White","PE, PP, PS",Bioaccumulation via ingestion and trophic transfer,"Human health, Ecological",Santos et al. (2021)
"San Juan, Batangas, Philippines","Upstream site, Bombong Estuary",,Estuary / Riverine,Yes,11 MPs (sediment + water combined),"Filament, Fragment, Film, Pellet, Foam","Irregular, Angular","Varied (white, blue, transparent)","PE (HDPE/LDPE), EVA, degraded PE","Agricultural runoff, domestic waste, aquaculture","Ecological, Food safety",Espiritu et al. (2019)
"San Juan, Batangas, Philippines","Downstream site, Bombong Estuary (Oyster hatchery area)",,Estuary / Brackish,Yes,17 MPs (sediment + water combined),"Filament, Fragment, Film, Pellet","Irregular, Sub-angular","Varied (white, blue, transparent)","PE, EVA, degraded PE","Fishing gear, aquaculture, domestic runoff","Ecological, Human health",Espiritu et al. (2019)
"San Juan, Batangas, Philippines","Coastal area, Ticalan waters",,Marine / Coastal,Yes,10 MPs (sediment + water combined),"Filament, Fragment, Film, Pellet","Irregular, Angular","Varied (white, blue, transparent)","PE (HDPE/LDPE), EVA","Tourism litter, marine debris",Ecological,Espiritu et al. (2019)
"San Juan, Batangas, Philippines",Downstream – Oyster hatchery,Crassostrea iredalei (Oyster),Estuarine / Brackish,Yes,"40 MPs (39 filaments, 1 fragment)",Filament (dominant),"Elongated, Degraded","Blue, Transparent, White",,"Fishing gear, textiles, aquaculture ropes","Food safety, Bioaccumulation",Espiritu et al. (2019)
"San Juan, Batangas, Philippines",Coastal fish sampling area,Mugilidae (Banak),Marine / Coastal,Yes,"51 MPs (47 filaments, 3 fragments, 1 pellet)","Filament (dominant), Fragment, Pellet","Elongated, Irregular","Blue, White",,"Fishing nets, textiles, domestic waste","Ecological, Human health",Espiritu et al. (2019)
"San Juan, Batangas, Philippines",Coastal fish sampling area,"Reef fishes (Labridae, Serranidae, Lutjanidae)",Marine / Reef,Yes,28 MPs,"Filament, Fragment","Irregular, Thin","Blue, Transparent",,"Fishing activities, debris ingestion","Ecological, Food safety",Espiritu et al. (2019)
"San Juan, Batangas, Philippines",Juvenile fish (Lutjanidae),Lutjanidae (juvenile),Marine / Coastal,Yes,14 MPs,"Filament, Pellet","Elongated, Rounded","Transparent, Blue",,"Fishing nets, marine litter","Bioaccumulation, Human health",Espiritu et al. (2019)
"San Juan, Batangas, Philippines","Overall, Bombong Estuary & Ticalan Coast",,Estuarine & Marine,Yes,"MPs detected in 100% of samples (38 sediment/water, 40 oysters, 51 fish)","Filament, Fragment, Film, Pellet, Foam","Irregular, Degraded","White, Blue, Transparent","PE (HDPE/LDPE), EVA, degraded PE","Agriculture, aquaculture, tourism, domestic waste","Ecological, Human health",Espiritu et al. (2019)
"Navotas, Metro Manila, Philippines","Site A – Coastal (South Side, facing Manila Bay)",,Coastal / Marine,Yes,192 MPs / 1000 L,"Fragment (56.8%), Foam (25.2%), Pellet (14.3%), Film (2%), Fiber (1.7%)",Irregular,"White, Yellowed (photodegraded)","PE, PP, PU, PS, PET","Urban runoff, fishing, packaging waste","Ecological, Food safety",Galicia et al. (2023)
"Navotas, Metro Manila, Philippines","Site B – Coastal (North Side, facing Manila Bay)",,Coastal / Marine,Yes,78 MPs / 1000 L,"Fragment (56.8%), Foam (25.2%), Pellet (14.3%), Film (2%), Fiber (1.7%)",Irregular,"White, Yellowed","PE, PP, PU, PS, PET","Fishing activities, urban discharge",Ecological,Galicia et al. (2023)
"Navotas, Metro Manila, Philippines","Site C – Lagoon (North Side, facing mainland)",,Lagoon / Estuarine,Yes,75 MPs / 1000 L,"Fragment (56.8%), Foam (25.2%), Pellet (14.3%), Film (2%), Fiber (1.7%)","Irregular, Angular","White, Yellowed","PE, PP, PU, PS, PET","Domestic runoff, river inflow, sediments","Ecological, Human health",Galicia et al. (2023)
"Navotas, Metro Manila, Philippines","Site D – Lagoon (South Side, near Tangos River Mouth)",,Lagoon / Estuarine,Yes,104 MPs / 1000 L,"Fragment (56.8%), Foam (25.2%), Pellet (14.3%), Film (2%), Fiber (1.7%)","Irregular, Angular","White, Yellowed","PE, PP, PU, PS, PET","Catchment inflow, fishing, runoff","Ecological, Human health",Galicia et al. (2023)
"Navotas, Metro Manila, Philippines",Sitio Pulo – Overall mean (4 sites),,Coastal & Lagoon Combined,Yes,449 MPs total (1.096 mm median size),"Fragment (56.8%), Foam (25.2%), Pellet (14.3%), Film (2%), Fiber (1.7%)","Irregular, Rounded (mean roundness 0.603)","White, Yellow, Light (median L* 70.65, b* 23.5)","PE (46%), PP (24%), PU, PS, PET (30%)","Urban waste, domestic sewage, fishing, storm runoff","Ecological, Food safety, Human health",Galicia et al. (2023)
"Luzon, Philippines",Coastal barangays (La Union Province),,Coastal / Marine,Yes,,"Fibers, Fragments",Irregular,,"PE, PP (as perceived common plastics)","Domestic waste, tourism litter","Ecological, Aesthetic degradation",Reyes et al. (2022)
"Visayas, Philippines",Coastal communities (Cebu Province),,Marine / Nearshore,Yes,,"Fibers, Films",Irregular,"Blue, Transparent","PE, PET","Fishing gear, packaging, urban runoff","Ecological, Food safety",Reyes et al. (2022)
"Mindanao, Philippines",Coastal and port areas (Davao Gulf),,Marine / Offshore,Yes,,"Fragments, Fibers",Angular,,"PE, PP","Shipping waste, fishing nets","Ecological, Human health",Reyes et al. (2022)
"Northern Luzon, Philippines",Beachfront communities,,Coastal,Yes,,Fragments,Irregular,,"PE, PP","Tourism-related litter, domestic waste","Aesthetic, Ecological",Reyes et al. (2022)
"Central Visayas, Philippines",Market areas near coastline,Rastrelliger kanagurta (local reports),Coastal / Marine,Yes,,Fiber,Filamentous,,,Fish ingestion (community reports),Food safety,Reyes et al. (2022)
"Southern Luzon, Philippines",Mangrove and estuary zones,,Estuarine / Coastal,Yes,,Fibers,Irregular,,PP,"Domestic wastewater, runoff",Ecological,Reyes et al. (2022)
"Visayas, Philippines",Coastal schools (environmental education groups),,Onshore / Coastal,Yes,,Fragments,Irregular,,PE,"Improper waste disposal, littering",Ecological awareness risk,Reyes et al. (2022)
Central Philippines,Fishing communities (focus group interviews),,Marine / Nearshore,Yes,,"Fiber, Film",Irregular,,"PE, PET","Fishing, packaging materials","Food safety, Ecological",Reyes et al. (2022)
Nationwide (survey responses),Coastal barangays (combined dataset),,Coastal / Marine,Yes,,"Fibers, Fragments",Irregular,"Blue, Transparent","PE, PP, PET",Waste management inefficiency,"Human health, Ecological",Reyes et al. (2022)
